title,category,domain,description,more_info,recommended_action,link,apis
Unused EBS Volumes,EC2,Compute,Ensures EBS volumes are in use and attached to EC2 instances,EBS volumes should be deleted if the parent instance has been deleted to prevent accidental exposure of data.,Delete the unassociated EBS volume.,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ebs-deleting-volume.html,"'EC2:describeInstances', 'EC2:describeVolumes', 'STS:getCallerIdentity'"
Elastic IP Limit,EC2,Compute,Determine if the number of allocated EIPs is close to the AWS per-account limit,AWS limits accounts to certain numbers of resources. Exceeding those limits could prevent resources from launching.,Contact AWS support to increase the number of EIPs available,http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/elastic-ip-addresses-eip.html#using-instance-addressing-limit,"'EC2:describeAccountAttributes', 'EC2:describeAddresses'"
VPN Tunnel State,EC2,Compute,Ensures that each AWS Virtual Private Network (VPN) connection has all tunnels up.,AWS Virtual Private Network (VPN) should have tunnels up to ensure network traffic flow over Virtual Private Network.,Establish a successful VPN connection using IKE or IPsec configuration,https://docs.aws.amazon.com/vpn/latest/s2svpn/VPNTunnels.html,"'EC2:describeVpnConnections', 'STS:getCallerIdentity'"
Open SSH,EC2,Compute,Determine if TCP port 22 for SSH is open to the public,"While some ports such as HTTP and HTTPS are required to be open to the public to function properly, more sensitive services such as SSH should be restricted to known IP addresses.",Restrict TCP port 22 to known IP addresses,http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/authorizing-access-to-an-instance.html,"'EC2:describeSecurityGroups', 'EC2:describeNetworkInterfaces', 'Lambda:listFunctions'"
Overlapping Security Groups,Structure security groups to provide a single category of access and do not ',Compute,Determine if EC2 instances have security groups that share the same rules,Overlapping security group rules make managing EC2 instance access much more difficult. ',Structure security groups to provide a single category of access and do not ',http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/authorizing-access-to-an-instance.html,"'EC2:describeInstances', 'EC2:describeSecurityGroups'"
Open MySQL,EC2,Compute,Determine if TCP port 4333 or 3306 for MySQL is open to the public,"While some ports such as HTTP and HTTPS are required to be open to the public to function properly, more sensitive services such as MySQL should be restricted to known IP addresses.",Restrict TCP ports 4333 and 3306 to known IP addresses,http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/authorizing-access-to-an-instance.html,"'EC2:describeSecurityGroups', 'EC2:describeNetworkInterfaces', 'Lambda:listFunctions'"
Open LDAP,EC2,Compute,Determine if TCP or UDP port 389 for LDAP is open to the public,"While some ports such as HTTP and HTTPS are required to be open to the public to function properly, more sensitive services such as LDAP should be restricted to known IP addresses.",Restrict TCP or UDP port 389 to known IP addresses,http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/authorizing-access-to-an-instance.html,"'EC2:describeSecurityGroups', 'EC2:describeNetworkInterfaces', 'Lambda:listFunctions'"
Insecure EC2 Metadata Options,EC2,Compute,Ensures EC2 instance metadata is updated to require HttpTokens or disable HttpEndpoint,The new EC2 metadata service prevents SSRF attack escalations from accessing the sensitive instance metadata endpoints.,Update instance metadata options to use IMDSv2,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-instance-metadata.html#configuring-instance-metadata-service,'EC2:describeInstances'
Open SQL Server,EC2,Compute,Determine if TCP port 1433 or UDP port 1434 for SQL Server is open to the public,"While some ports such as HTTP and HTTPS are required to be open to the public to function properly, more sensitive services such as SQL server should be restricted to known IP addresses.",Restrict TCP port 1433 and UDP port 1434 to known IP addresses,http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/authorizing-access-to-an-instance.html,"'EC2:describeSecurityGroups', 'EC2:describeNetworkInterfaces', 'Lambda:listFunctions'"
VPC Elastic IP Limit,EC2,Compute,Determine if the number of allocated VPC EIPs is close to the AWS per-account limit,AWS limits accounts to certain numbers of resources. Exceeding those limits could prevent resources from launching.,Contact AWS support to increase the number of EIPs available,http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/elastic-ip-addresses-eip.html#using-instance-addressing-limit,"'EC2:describeAccountAttributes', 'EC2:describeAddresses'"
Open Cassandra Monitoring,EC2,Compute,Determine if TCP port 7199 for Cassandra Monitoring is open to the public,"While some ports such as HTTP and HTTPS are required to be open to the public to function properly, more sensitive services such as Cassandra Client should be restricted to known IP addresses.",Restrict TCP port 7199 to known IP addresses,http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/authorizing-access-to-an-instance.html,"'EC2:describeSecurityGroups', 'EC2:describeNetworkInterfaces', 'Lambda:listFunctions'"
Instance vCPU On-Demand Based Limits,EC2,Compute,Determine if the number of EC2 On-Demand instances is close to the regional vCPU based limit.,AWS limits accounts to certain numbers of resources per region. Exceeding those limits could prevent resources from launching.,"EC2 automatically increases On Demand Instance limits based on usage, limit increases can be requested via the Limits Page on Amazon EC2 console, the EC2 service page on the Service Quotas console, or the Service Quotas API/CLI.",https://aws.amazon.com/ec2/faqs/#EC2_On-Demand_Instance_limits,"'EC2:describeAccountAttributes', 'EC2:describeInstances', 'ServiceQuotas:listServiceQuotas'"
Open RDP,EC2,Compute,Determine if TCP port 3389 for RDP is open to the public,"While some ports such as HTTP and HTTPS are required to be open to the public to function properly, more sensitive services such as RDP should be restricted to known IP addresses.",Restrict TCP port 3389 to known IP addresses,http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/authorizing-access-to-an-instance.html,"'EC2:describeSecurityGroups', 'EC2:describeNetworkInterfaces', 'Lambda:listFunctions'"
Open FTP,EC2,Compute,Determine if TCP port 20 or 21 for FTP is open to the public,"While some ports such as HTTP and HTTPS are required to be open to the public to function properly, more sensitive services such as FTP should be restricted to known IP addresses.",Restrict TCP ports 20 and 21 to known IP addresses,http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/authorizing-access-to-an-instance.html,"'EC2:describeSecurityGroups', 'EC2:describeNetworkInterfaces', 'Lambda:listFunctions'"
Virtual Private Gateway In VPC,EC2,Compute,Ensure Virtual Private Gateways are associated with at least one VPC.,Virtual Private Gateways allow communication between cloud infrastructure and the remote customer network. They help in establishing VPN connection between VPC and the customer gateway. ',Check if virtual private gateways have vpc associated,https://docs.aws.amazon.com/vpn/latest/s2svpn/SetUpVPNConnections.html,"'EC2:describeVpnGateways', 'STS:getCallerIdentity'"
VPC Endpoint Cross Account Access,EC2,Compute,Ensures that Amazon VPC endpoints do not allow unknown cross account access.,VPC endpoints should not allow unknown cross account access to avoid any unsigned requests made to the services inside VPC.,Update VPC endpoint access policy in order to remove untrusted cross account access,https://docs.aws.amazon.com/vpc/latest/userguide/vpc-endpoints-access.html,"'EC2:describeVpcEndpoints', 'STS:getCallerIdentity'"
Cross Organization VPC Peering Connections,EC2,Compute,"Ensures that VPC peering communication is only between AWS accounts, members of the same AWS Organization.",VPC peering communication should be only between AWS accounts to keep organization resources private and isolated.,"Update VPC peering connections to allow connections to AWS Accounts, members of the same organization",https://docs.aws.amazon.com/vpc/latest/peering/working-with-vpc-peering.html,"'Organizations:listAccounts', 'EC2:describeVpcPeeringConnections', 'STS:getCallerIdentity'"
Open RFC 1918,EC2,Compute,Ensures EC2 security groups are configured to deny inbound traffic from RFC-1918 CIDRs,RFC-1918 IP addresses are considered reserved private addresses and should not be used in security groups.,Modify the security group to deny private reserved addresses for inbound traffic,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_Subnets.html,'EC2:describeSecurityGroups'
Open Hadoop HDFS NameNode Metadata Service,EC2,Compute,Determine if TCP port 8020 for HDFS NameNode metadata service is open to the public,"While some ports such as HTTP and HTTPS are required to be open to the public to function properly, more sensitive services such as Hadoop/HDFS should be restricted to known IP addresses.",Restrict TCP port 8020 to known IP addresses for Hadoop/HDFS,http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/authorizing-access-to-an-instance.html,"'EC2:describeSecurityGroups', 'EC2:describeNetworkInterfaces', 'Lambda:listFunctions'"
Open MongoDB,EC2,Compute,Determine if TCP port 27017 or 27018 or 27019 for MongoDB is open to the public,"While some ports such as HTTP and HTTPS are required to be open to the public to function properly, more sensitive services such as MongoDB should be restricted to known IP addresses.",Restrict TCP port 27017 or 27018 or 27019 to known IP addresses,http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/authorizing-access-to-an-instance.html,"'EC2:describeSecurityGroups', 'EC2:describeNetworkInterfaces', 'Lambda:listFunctions'"
Open Custom Ports,EC2,Compute,Ensure that defined custom ports are not open to public.,Security groups should restrict access to ports from known networks.,Modify the security group to ensure the defined custom ports are not exposed publicly,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,"'EC2:describeSecurityGroups', 'EC2:describeNetworkInterfaces', 'Lambda:listFunctions'"
VPC Multiple Subnets,EC2,Compute,Ensures that VPCs have multiple subnets to provide a layered architecture,"VPCs should be designed to have separate public and private subnets, ideally across availability zones, enabling a DMZ-style architecture.","Create at least two subnets in each VPC, utilizing one for public traffic and the other for private traffic.",https://docs.aws.amazon.com/AmazonVPC/latest/UserGuide/VPC_Subnets.html#SubnetSecurity,"'EC2:describeVpcs', 'EC2:describeSubnets', 'STS:getCallerIdentity'"
EC2 has Tags,EC2,Compute,Ensure that AWS EC2 Instances have tags associated.,Tags help you to group resources together that are related to or associated with each other. It is a best practice to tag cloud resources to better organize and gain visibility into their usage.,Modify EC2 instances and add tags.,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/Using_Tags.html,'EC2:describeInstances'
